date,domain,status,status_details,pages
2021-12-14,domain81,Excluded,Blocked due to access forbidden (403),5
2021-12-14,,Excluded,Blocked due to other 4xx issue,0
2021-12-14,domain81,Excluded,Crawled - currently not indexed,15305
2021-12-14,domain81,Excluded,Discovered - currently not indexed,2
2021-12-14,domain81,Excluded,Duplicate without user-selected canonical,11
2021-12-14,domain81,Excluded,"Duplicate, Google chose different canonical than user",2642
2021-12-14,domain81,Excluded,"Duplicate, submitted URL not selected as canonical",103
2021-12-14,domain81,Excluded,Excluded by ‘noindex’ tag,3623
2021-12-14,domain81,Valid,"Indexed, not submitted in sitemap",1804
2021-12-14,domain81,Warning,"Indexed, though blocked by robots.txt",4258
2021-12-14,domain81,Excluded,Not found (404),463
2021-12-14,domain81,Excluded,Page with redirect,45328
2021-12-14,domain81,Error,Redirect error,962
2021-12-14,domain81,Error,Server error (5xx),2
2021-12-14,domain81,Excluded,Soft 404,18
2021-12-14,domain81,Valid,Submitted and indexed,23424
2021-12-14,domain81,Error,Submitted URL marked ‘noindex’,1
2021-12-14,domain81,Error,Submitted URL not found (404),1
2021-12-15,domain81,Excluded,Alternate page with proper canonical tag,44098
2021-12-15,domain81,Excluded,Blocked by robots.txt,430
2021-12-15,domain81,Excluded,Blocked due to access forbidden (403),5
2021-12-15,domain81,Excluded,Blocked due to other 4xx issue,0
2021-12-15,domain81,Excluded,Crawled - currently not indexed,15295
2021-12-15,domain81,Excluded,Discovered - currently not indexed,2
2021-12-15,domain81,Excluded,Duplicate without user-selected canonical,11
2021-12-15,domain81,Excluded,"Duplicate, Google chose different canonical than user",2639
2021-12-15,domain81,Excluded,"Duplicate, submitted URL not selected as canonical",106
2021-12-15,domain81,Excluded,Excluded by ‘noindex’ tag,3628
2021-12-15,domain81,Valid,"Indexed, not submitted in sitemap",
2021-12-15,domain81,Warning,"Indexed, though blocked by robots.txt",4192
2021-12-15,domain81,Excluded,Not found (404),475
2021-12-15,domain81,Excluded,Page with redirect,45433
2021-12-15,domain81,Error,Redirect error,853
2021-12-15,domain81,Error,Server error (5xx),3
2021-12-15,domain81,Excluded,Soft 404,18
2021-12-15,domain81,Valid,Submitted and indexed,23448
2021-12-15,domain81,Error,Submitted URL marked ‘noindex’,1
2021-12-15,domain81,Error,Submitted URL not found (404),1
2021-12-06,domain82,Excluded,Alternate page with proper canonical tag,9664
,domain82,Excluded,Blocked by robots.txt,1344
2021-12-06,domain82,Excluded,Crawled - currently not indexed,31886
2021-12-06,domain82,Excluded,"Duplicate, Google chose different canonical than user",332
2021-12-06,domain82,Excluded,Excluded by ‘noindex’ tag,418739
2021-12-06,domain82,Valid,,125914
2021-12-06,domain82,Warning,"Indexed, though blocked by robots.txt",3299
2021-12-06,domain82,Excluded,Page with redirect,36791
2021-12-06,domain82,Error,Server error (5xx),6
2021-12-07,domain82,Excluded,Alternate page with proper canonical tag,9664
2021-12-07,domain82,Excluded,Blocked by robots.txt,1344
2021-12-07,domain82,Excluded,Crawled - currently not indexed,31886
2021-12-07,domain82,Excluded,"Duplicate, Google chose different canonical than user",332
2021-12-07,domain82,Excluded,Excluded by ‘noindex’ tag,418739
2021-12-07,domain82,Valid,"Indexed, not submitted in sitemap",125914
2021-12-07,domain82,Warning,"Indexed, though blocked by robots.txt",3299
2021-12-07,domain82,Excluded,Page with redirect,36791
2021-12-07,domain82,Error,Server error (5xx),6
2021-12-09,domain82,Excluded,Alternate page with proper canonical tag,8183
2021-12-09,domain82,,Blocked by robots.txt,1461
2021-12-09,domain82,Excluded,Crawled - currently not indexed,34142
2021-12-09,domain82,Excluded,"Duplicate, Google chose different canonical than user",324
2021-12-09,domain82,Excluded,Excluded by ‘noindex’ tag,393266
2021-12-09,domain82,Valid,"Indexed, not submitted in sitemap",126685
2021-12-09,domain82,Warning,"Indexed, though blocked by robots.txt",3357
2021-12-09,domain82,Excluded,Page with redirect,33313
2021-12-09,domain82,Error,Server error (5xx),6
2021-12-10,domain82,Excluded,Alternate page with proper canonical tag,8183
2021-12-10,domain82,Excluded,Blocked by robots.txt,1461
2021-12-10,domain82,Excluded,Crawled - currently not indexed,34142
2021-12-10,domain82,Excluded,"Duplicate, Google chose different canonical than user",324
2021-12-10,domain82,Excluded,Excluded by ‘noindex’ tag,393266
2021-12-10,domain82,Valid,"Indexed, not submitted in sitemap",126685
2021-12-10,domain82,Warning,"Indexed, though blocked by robots.txt",3357
2021-12-10,domain82,Excluded,Page with redirect,33313
2021-12-10,domain82,Error,Server error (5xx),6
2021-12-11,domain82,Excluded,Alternate page with proper canonical tag,8183
2021-12-11,domain82,Excluded,Blocked by robots.txt,1461
2021-12-11,domain82,Excluded,Crawled - currently not indexed,34142
2021-12-11,domain82,Excluded,"Duplicate, Google chose different canonical than user",324
2021-12-11,domain82,Excluded,Excluded by ‘noindex’ tag,393266
,domain82,Valid,"Indexed, not submitted in sitemap",126685
2021-12-11,,Warning,"Indexed, though blocked by robots.txt",3357
2021-12-11,domain82,Excluded,Page with redirect,33313
2021-12-11,domain82,Error,Server error (5xx),6
2021-12-13,domain82,Excluded,Alternate page with proper canonical tag,8020
2021-12-13,domain82,Excluded,Blocked by robots.txt,1413
2021-12-13,domain82,Excluded,Crawled - currently not indexed,35011
2021-12-13,domain82,Excluded,"Duplicate, Google chose different canonical than user",328
2021-12-13,domain82,Excluded,Excluded by ‘noindex’ tag,385597
2021-12-13,domain82,Valid,"Indexed, not submitted in sitemap",127571
2021-12-13,domain82,Warning,"Indexed, though blocked by robots.txt",3376
2021-12-13,domain82,Excluded,Page with redirect,31734
2021-12-13,domain82,Error,Server error (5xx),6
2021-12-14,domain82,Excluded,Alternate page with proper canonical tag,8020
2021-12-14,domain82,Excluded,Blocked by robots.txt,1413
2021-12-14,domain82,Excluded,Crawled - currently not indexed,35011
2021-12-14,domain82,Excluded,"Duplicate, Google chose different canonical than user",328
2021-12-14,domain82,Excluded,Excluded by ‘noindex’ tag,385597
2021-12-14,domain82,Valid,"Indexed, not submitted in sitemap",127571
2021-12-14,domain82,Warning,"Indexed, though blocked by robots.txt",3376
2021-12-14,domain82,Excluded,Page with redirect,31734
2021-12-14,domain82,Error,Server error (5xx),6
2021-12-15,domain82,Excluded,Alternate page with proper canonical tag,7837
2021-12-15,domain82,Excluded,Blocked by robots.txt,1369
,domain82,Excluded,Crawled - currently not indexed,34625
2021-12-15,domain82,Excluded,"Duplicate, Google chose different canonical than user",323
2021-12-15,domain82,Excluded,Excluded by ‘noindex’ tag,381763
2021-12-15,domain82,Valid,"Indexed, not submitted in sitemap",127999
2021-12-15,domain82,Warning,"Indexed, though blocked by robots.txt",3519
2021-12-15,domain82,Excluded,Page with redirect,30294
2021-12-15,domain82,Error,Server error (5xx),6
2021-12-16,domain82,Excluded,Alternate page with proper canonical tag,7837
2021-12-16,domain82,Excluded,Blocked by robots.txt,1369
2021-12-16,domain82,Excluded,Crawled - currently not indexed,34625
2021-12-16,domain82,Excluded,"Duplicate, Google chose different canonical than user",323
2021-12-16,domain82,Excluded,Excluded by ‘noindex’ tag,381763
2021-12-16,domain82,Valid,"Indexed, not submitted in sitemap",127999
2021-12-16,domain82,Warning,"Indexed, though blocked by robots.txt",3519
2021-12-16,domain82,Excluded,Page with redirect,30294
2021-12-16,domain82,Error,Server error (5xx),6
2021-12-09,domain83,Excluded,Crawled - currently not indexed,42
2021-12-09,domain83,Excluded,Duplicate without user-selected canonical,1
2021-12-09,domain83,,Excluded by ‘noindex’ tag,27
2021-12-09,domain83,Valid,"Indexed, not submitted in sitemap",44
2021-12-09,domain83,Excluded,Page with redirect,20
2021-12-09,domain83,Excluded,Soft 404,2
2021-12-10,domain83,Excluded,Crawled - currently not indexed,42
2021-12-10,domain83,Excluded,Duplicate without user-selected canonical,1
2021-12-10,domain83,Excluded,Excluded by ‘noindex’ tag,27
2021-12-10,domain83,Valid,"Indexed, not submitted in sitemap",44
2021-12-10,domain83,Excluded,Page with redirect,20
2021-12-10,domain83,Excluded,Soft 404,2
2021-12-13,domain83,Excluded,Crawled - currently not indexed,42
2021-12-13,domain83,Excluded,Duplicate without user-selected canonical,1
2021-12-13,domain83,Excluded,Excluded by ‘noindex’ tag,27
2021-12-13,domain83,Valid,"Indexed, not submitted in sitemap",44
2021-12-13,domain83,Excluded,Not found (404),1
2021-12-13,domain83,Excluded,Page with redirect,20
2021-12-13,domain83,Excluded,Soft 404,2
2021-12-14,domain83,Excluded,Crawled - currently not indexed,42
2021-12-14,domain83,Excluded,Duplicate without user-selected canonical,1
2021-12-14,domain83,Excluded,Excluded by ‘noindex’ tag,27
2021-12-14,domain83,Valid,"Indexed, not submitted in sitemap",44
2021-12-14,domain83,Excluded,Not found (404),1
2021-12-14,domain83,Excluded,Page with redirect,20
2021-12-14,domain83,Excluded,Soft 404,2
2021-12-15,domain83,Excluded,Crawled - currently not indexed,42
2021-12-15,domain83,Excluded,Duplicate without user-selected canonical,1
2021-12-15,domain83,Excluded,Excluded by ‘noindex’ tag,27
2021-12-15,domain83,Valid,"Indexed, not submitted in sitemap",44
2021-12-15,domain83,Excluded,Not found (404),1
2021-12-15,domain83,Excluded,Page with redirect,20
2021-12-15,domain83,Excluded,Soft 404,2
2021-12-09,domain84,Excluded,Alternate page with proper canonical tag,6492
2021-12-09,domain84,Excluded,Crawled - currently not indexed,2706
2021-12-09,domain84,Excluded,"Duplicate, Google chose different canonical than user",26
2021-12-09,domain84,Valid,"Indexed, not submitted in sitemap",634
2021-12-09,domain84,Excluded,Page with redirect,1855
2021-12-09,,Excluded,Soft 404,0
2021-12-10,domain84,Excluded,Alternate page with proper canonical tag,6492
2021-12-10,domain84,Excluded,Crawled - currently not indexed,2706
2021-12-10,domain84,Excluded,"Duplicate, Google chose different canonical than user",26
2021-12-10,domain84,Valid,"Indexed, not submitted in sitemap",634
2021-12-10,domain84,Excluded,Page with redirect,1855
2021-12-10,domain84,Excluded,Soft 404,0
2021-12-13,domain84,Excluded,Alternate page with proper canonical tag,6507
2021-12-13,domain84,Excluded,Crawled - currently not indexed,2629
2021-12-13,domain84,Excluded,"Duplicate, Google chose different canonical than user",26
2021-12-13,domain84,Valid,"Indexed, not submitted in sitemap",623
2021-12-13,domain84,Excluded,Page with redirect,1804
2021-12-13,domain84,Error,Redirect error,8
2021-12-13,domain84,Excluded,Soft 404,0
2021-12-14,domain84,Excluded,Alternate page with proper canonical tag,6507
2021-12-14,domain84,Excluded,Crawled - currently not indexed,2629
2021-12-14,domain84,Excluded,"Duplicate, Google chose different canonical than user",26
2021-12-14,domain84,Valid,"Indexed, not submitted in sitemap",623
2021-12-14,domain84,Excluded,Page with redirect,1804
2021-12-14,domain84,Error,Redirect error,8
2021-12-14,domain84,Excluded,Soft 404,0
2021-12-15,domain84,Excluded,Alternate page with proper canonical tag,6494
2021-12-15,domain84,Excluded,Crawled - currently not indexed,2535
2021-12-15,domain84,Excluded,"Duplicate, Google chose different canonical than user",25
2021-12-15,domain84,Valid,"Indexed, not submitted in sitemap",632
2021-12-15,domain84,Excluded,Not found (404),1
2021-12-15,domain84,Excluded,Page with redirect,1777
2021-12-15,domain84,Error,Redirect error,7
2021-12-15,domain84,Excluded,Soft 404,0
2021-12-07,domain85,Excluded,Page with redirect,1
2021-12-09,domain85,Excluded,Page with redirect,1
2021-12-10,domain85,Excluded,Page with redirect,1
2021-12-13,domain85,Excluded,Page with redirect,1
2021-12-14,domain85,Excluded,Page with redirect,1
2021-12-15,domain85,Excluded,Page with redirect,1
2021-12-09,domain86,Excluded,Alternate page with proper canonical tag,76417534
2021-12-09,domain86,Excluded,,1840510
2021-12-09,domain86,Excluded,Blocked due to access forbidden (403),172
2021-12-09,domain86,Excluded,Blocked due to other 4xx issue,30
2021-12-09,domain86,Excluded,Crawled - currently not indexed,781903739
2021-12-09,domain86,Excluded,Discovered - currently not indexed,5294
2021-12-09,domain86,Excluded,Duplicate without user-selected canonical,270435
2021-12-09,domain86,Excluded,"Duplicate, Google chose different canonical than user",2616425
2021-12-09,domain86,Excluded,"Duplicate, submitted URL not selected as canonical",10989
2021-12-09,domain86,Excluded,Excluded by ‘noindex’ tag,389963924
2021-12-09,domain86,Valid,"Indexed, not submitted in sitemap",19746195
2021-12-09,domain86,Warning,"Indexed, though blocked by robots.txt",31041
2021-12-09,domain86,Excluded,Not found (404),2346681
2021-12-09,domain86,Warning,Page indexed without content,11
2021-12-09,domain86,Excluded,Page with redirect,39989931
2021-12-09,domain86,Error,Redirect error,913
2021-12-09,domain86,Error,Server error (5xx),19720
2021-12-09,domain86,Excluded,Soft 404,7967076
2021-12-09,domain86,Valid,Submitted and indexed,11737
,domain86,Error,Submitted URL marked ‘noindex’,100
2021-12-09,domain86,Error,Submitted URL seems to be a Soft 404,5
2021-12-10,domain86,Excluded,Alternate page with proper canonical tag,76417534
2021-12-10,domain86,Excluded,Blocked by robots.txt,1840510
2021-12-10,domain86,Excluded,Blocked due to access forbidden (403),172
2021-12-10,domain86,Excluded,Blocked due to other 4xx issue,30
2021-12-10,domain86,Excluded,Crawled - currently not indexed,781903739
2021-12-10,domain86,Excluded,Discovered - currently not indexed,5294
2021-12-10,domain86,Excluded,Duplicate without user-selected canonical,270435
2021-12-10,domain86,Excluded,"Duplicate, Google chose different canonical than user",2616425
2021-12-10,domain86,Excluded,"Duplicate, submitted URL not selected as canonical",10989
2021-12-10,domain86,Excluded,Excluded by ‘noindex’ tag,389963924
2021-12-10,domain86,Valid,"Indexed, not submitted in sitemap",19746195
2021-12-10,domain86,Warning,"Indexed, though blocked by robots.txt",31041
2021-12-10,domain86,Excluded,Not found (404),2346681
2021-12-10,domain86,Warning,Page indexed without content,11
2021-12-10,,Excluded,Page with redirect,39989931
2021-12-10,domain86,Error,Redirect error,913
2021-12-10,domain86,Error,Server error (5xx),19720
2021-12-10,domain86,Excluded,Soft 404,7967076
2021-12-10,domain86,Valid,Submitted and indexed,11737
2021-12-10,domain86,Error,Submitted URL marked ‘noindex’,100
2021-12-10,domain86,Error,Submitted URL seems to be a Soft 404,5
2021-12-13,domain86,Excluded,Alternate page with proper canonical tag,71662927
2021-12-13,domain86,Excluded,Blocked by robots.txt,1365319
2021-12-13,domain86,Excluded,Blocked due to access forbidden (403),60
2021-12-13,domain86,Excluded,Blocked due to other 4xx issue,25
2021-12-13,domain86,Excluded,Crawled - currently not indexed,677178276
2021-12-13,domain86,Excluded,Discovered - currently not indexed,4792
2021-12-13,domain86,Excluded,Duplicate without user-selected canonical,255545
2021-12-13,domain86,Excluded,"Duplicate, Google chose different canonical than user",2321061
2021-12-13,domain86,Excluded,"Duplicate, submitted URL not selected as canonical",11304
2021-12-13,domain86,Excluded,Excluded by ‘noindex’ tag,355695840
2021-12-13,domain86,Valid,"Indexed, not submitted in sitemap",19539974
2021-12-13,domain86,Warning,"Indexed, though blocked by robots.txt",27412
2021-12-13,domain86,Excluded,Not found (404),2094815
2021-12-13,domain86,Warning,Page indexed without content,10
2021-12-13,domain86,Excluded,Page with redirect,37650980
2021-12-13,,,Redirect error,14337
2021-12-13,,Error,Server error (5xx),
2021-12-13,domain86,Excluded,Soft 404,8032424
2021-12-13,domain86,Valid,Submitted and indexed,11985
2021-12-13,domain86,Error,Submitted URL marked ‘noindex’,85
2021-12-13,domain86,Error,Submitted URL seems to be a Soft 404,4
2021-12-14,domain86,Excluded,Alternate page with proper canonical tag,71662927
2021-12-14,domain86,Excluded,Blocked by robots.txt,1365319
2021-12-14,domain86,Excluded,Blocked due to access forbidden (403),60
2021-12-14,domain86,Excluded,Blocked due to other 4xx issue,25
2021-12-14,domain86,Excluded,Crawled - currently not indexed,677178276
2021-12-14,domain86,Excluded,Discovered - currently not indexed,4792
2021-12-14,domain86,Excluded,Duplicate without user-selected canonical,255545
2021-12-14,domain86,Excluded,"Duplicate, Google chose different canonical than user",2321061
2021-12-14,domain86,Excluded,"Duplicate, submitted URL not selected as canonical",11304
2021-12-14,domain86,Excluded,Excluded by ‘noindex’ tag,355695840
2021-12-14,domain86,Valid,"Indexed, not submitted in sitemap",19539974
2021-12-14,domain86,Warning,"Indexed, though blocked by robots.txt",27412
2021-12-14,domain86,Excluded,Not found (404),2094815
2021-12-14,domain86,Warning,Page indexed without content,10
2021-12-14,domain86,Excluded,Page with redirect,37650980
2021-12-14,domain86,Error,Redirect error,14337
2021-12-14,domain86,Error,Server error (5xx),20777
2021-12-14,domain86,Excluded,Soft 404,8032424
2021-12-14,,Valid,Submitted and indexed,11985
2021-12-14,domain86,Error,Submitted URL marked ‘noindex’,85
2021-12-14,domain86,Error,Submitted URL seems to be a Soft 404,4
2021-12-15,domain86,Excluded,Alternate page with proper canonical tag,65747056
2021-12-15,domain86,Excluded,Blocked by robots.txt,1246114
2021-12-15,domain86,Excluded,Blocked due to access forbidden (403),55
2021-12-15,domain86,Excluded,Blocked due to other 4xx issue,24
2021-12-15,domain86,Excluded,Crawled - currently not indexed,580380308
2021-12-15,domain86,Excluded,Discovered - currently not indexed,4815
2021-12-15,domain86,Excluded,Duplicate without user-selected canonical,232291
2021-12-15,domain86,Excluded,"Duplicate, Google chose different canonical than user",1909935
2021-12-15,domain86,Excluded,"Duplicate, submitted URL not selected as canonical",11329
2021-12-15,domain86,Excluded,Excluded by ‘noindex’ tag,324319311
2021-12-15,domain86,Valid,"Indexed, not submitted in sitemap",19085972
2021-12-15,domain86,Warning,"Indexed, though blocked by robots.txt",26100
2021-12-15,domain86,Excluded,Not found (404),1999936
2021-12-15,domain86,Warning,Page indexed without content,10
2021-12-15,domain86,Excluded,Page with redirect,34167363
2021-12-15,domain86,Error,Redirect error,14420
2021-12-15,domain86,Error,Server error (5xx),21782
2021-12-15,domain86,Excluded,Soft 404,8122005
2021-12-15,domain86,Valid,Submitted and indexed,11988
2021-12-15,domain86,Error,Submitted URL marked ‘noindex’,84
2021-12-15,domain86,Error,Submitted URL seems to be a Soft 404,5
2021-12-09,domain87,Excluded,Alternate page with proper canonical tag,62262708
2021-12-09,domain87,Excluded,Blocked by robots.txt,240912
,domain87,Excluded,Blocked due to access forbidden (403),975
2021-12-09,domain87,Excluded,Blocked due to other 4xx issue,43
2021-12-09,domain87,Excluded,Blocked due to unauthorized request (401),1
2021-12-09,domain87,Excluded,Crawled - currently not indexed,100571591
2021-12-09,domain87,Excluded,Discovered - currently not indexed,6160
2021-12-09,domain87,Excluded,Duplicate without user-selected canonical,93297
2021-12-09,domain87,Excluded,"Duplicate, Google chose different canonical than user",2476347
2021-12-09,,Excluded,"Duplicate, submitted URL not selected as canonical",23
2021-12-09,domain87,Excluded,Excluded by ‘noindex’ tag,35096561
2021-12-09,domain87,Valid,"Indexed, not submitted in sitemap",67360044
2021-12-09,domain87,Warning,"Indexed, though blocked by robots.txt",189126
2021-12-09,domain87,Excluded,Not found (404),310639
2021-12-09,domain87,Warning,Page indexed without content,
2021-12-09,domain87,Excluded,Page with redirect,31642227
2021-12-09,domain87,Error,Redirect error,164
2021-12-09,domain87,Error,Server error (5xx),3980
2021-12-09,domain87,Excluded,Soft 404,4743
2021-12-09,domain87,Valid,Submitted and indexed,23521
2021-12-09,domain87,Error,Submitted URL marked ‘noindex’,147
2021-12-10,domain87,Excluded,Alternate page with proper canonical tag,62262708
2021-12-10,domain87,Excluded,Blocked by robots.txt,240912
2021-12-10,domain87,Excluded,Blocked due to access forbidden (403),975
2021-12-10,domain87,Excluded,Blocked due to other 4xx issue,43
2021-12-10,domain87,Excluded,Blocked due to unauthorized request (401),1
2021-12-10,domain87,Excluded,Crawled - currently not indexed,100571591
2021-12-10,domain87,Excluded,Discovered - currently not indexed,6160
2021-12-10,domain87,Excluded,Duplicate without user-selected canonical,93297
2021-12-10,domain87,Excluded,"Duplicate, Google chose different canonical than user",2476347
2021-12-10,domain87,Excluded,"Duplicate, submitted URL not selected as canonical",23
2021-12-10,domain87,Excluded,Excluded by ‘noindex’ tag,35096561
2021-12-10,domain87,Valid,"Indexed, not submitted in sitemap",67360044
2021-12-10,domain87,Warning,"Indexed, though blocked by robots.txt",189126
2021-12-10,domain87,Excluded,Not found (404),310639
2021-12-10,domain87,Warning,Page indexed without content,26
2021-12-10,domain87,Excluded,Page with redirect,31642227
2021-12-10,domain87,Error,Redirect error,164
2021-12-10,domain87,Error,Server error (5xx),3980
2021-12-10,domain87,Excluded,Soft 404,4743
2021-12-10,domain87,Valid,Submitted and indexed,23521
2021-12-10,domain87,Error,Submitted URL marked ‘noindex’,147
2021-12-13,domain87,Excluded,Alternate page with proper canonical tag,60690788
2021-12-13,domain87,Excluded,Blocked by robots.txt,250136
2021-12-13,domain87,Excluded,Blocked due to access forbidden (403),973
2021-12-13,domain87,Excluded,Blocked due to other 4xx issue,40
2021-12-13,domain87,Excluded,Blocked due to unauthorized request (401),1
2021-12-13,domain87,Excluded,Crawled - currently not indexed,99794567
2021-12-13,domain87,Excluded,Discovered - currently not indexed,6112
2021-12-13,domain87,Excluded,Duplicate without user-selected canonical,89593
2021-12-13,domain87,Excluded,"Duplicate, Google chose different canonical than user",2516553
2021-12-13,domain87,Excluded,"Duplicate, submitted URL not selected as canonical",23
2021-12-13,domain87,Excluded,Excluded by ‘noindex’ tag,34067072
2021-12-13,domain87,Valid,"Indexed, not submitted in sitemap",66199509
2021-12-13,domain87,Warning,"Indexed, though blocked by robots.txt",170566
2021-12-13,domain87,Excluded,Not found (404),308794
2021-12-13,domain87,Warning,Page indexed without content,19
2021-12-13,domain87,Excluded,Page with redirect,31271575
2021-12-13,domain87,Error,Redirect error,26237
2021-12-13,domain87,Error,Server error (5xx),3998
2021-12-13,domain87,Excluded,Soft 404,4620
2021-12-13,domain87,Valid,Submitted and indexed,23555
2021-12-13,domain87,Error,Submitted URL marked ‘noindex’,156
2021-12-14,domain87,Excluded,Alternate page with proper canonical tag,60690788
2021-12-14,domain87,Excluded,Blocked by robots.txt,250136
2021-12-14,domain87,Excluded,,973
2021-12-14,domain87,Excluded,Blocked due to other 4xx issue,40
2021-12-14,domain87,Excluded,Blocked due to unauthorized request (401),1
2021-12-14,domain87,Excluded,Crawled - currently not indexed,99794567
2021-12-14,domain87,Excluded,Discovered - currently not indexed,6112
2021-12-14,domain87,Excluded,Duplicate without user-selected canonical,89593
2021-12-14,,Excluded,"Duplicate, Google chose different canonical than user",2516553
2021-12-14,domain87,Excluded,"Duplicate, submitted URL not selected as canonical",23
2021-12-14,domain87,Excluded,Excluded by ‘noindex’ tag,34067072
2021-12-14,,Valid,"Indexed, not submitted in sitemap",66199509
2021-12-14,domain87,Warning,"Indexed, though blocked by robots.txt",170566
2021-12-14,domain87,Excluded,Not found (404),308794
2021-12-14,domain87,Warning,Page indexed without content,19
2021-12-14,domain87,Excluded,Page with redirect,31271575
2021-12-14,domain87,Error,,26237
2021-12-14,domain87,Error,Server error (5xx),3998
2021-12-14,domain87,Excluded,Soft 404,4620
2021-12-14,domain87,Valid,Submitted and indexed,
2021-12-14,domain87,Error,Submitted URL marked ‘noindex’,156
2021-12-15,domain87,Excluded,Alternate page with proper canonical tag,58819143
2021-12-15,domain87,Excluded,Blocked by robots.txt,218811
2021-12-15,domain87,Excluded,Blocked due to access forbidden (403),883
2021-12-15,domain87,Excluded,Blocked due to other 4xx issue,37
2021-12-15,domain87,Excluded,Blocked due to unauthorized request (401),1
2021-12-15,domain87,Excluded,Crawled - currently not indexed,96797509
2021-12-15,domain87,Excluded,Discovered - currently not indexed,6109
2021-12-15,domain87,Excluded,Duplicate without user-selected canonical,88387
2021-12-15,domain87,Excluded,"Duplicate, Google chose different canonical than user",2507059
2021-12-15,domain87,Excluded,"Duplicate, submitted URL not selected as canonical",23
2021-12-15,domain87,Excluded,Excluded by ‘noindex’ tag,32306861
2021-12-15,domain87,Valid,"Indexed, not submitted in sitemap",65776265
2021-12-15,domain87,Warning,"Indexed, though blocked by robots.txt",167112
2021-12-15,domain87,Excluded,Not found (404),281846
2021-12-15,domain87,Warning,Page indexed without content,28
2021-12-15,domain87,Excluded,Page with redirect,30957896
2021-12-15,domain87,Error,Redirect error,25507
2021-12-15,domain87,Error,Server error (5xx),3966
2021-12-15,domain87,Excluded,Soft 404,4566
2021-12-15,domain87,Valid,Submitted and indexed,23577
2021-12-15,domain87,Error,Submitted URL marked ‘noindex’,156
2021-12-09,domain88,Excluded,Alternate page with proper canonical tag,24452831
2021-12-09,domain88,Excluded,,257042
2021-12-09,domain88,Excluded,Blocked due to access forbidden (403),153
2021-12-09,domain88,Excluded,Blocked due to other 4xx issue,42
2021-12-09,domain88,Excluded,Crawled - currently not indexed,27332917
2021-12-09,domain88,Excluded,Discovered - currently not indexed,4016
2021-12-09,domain88,Excluded,Duplicate without user-selected canonical,62230
2021-12-09,domain88,Excluded,"Duplicate, Google chose different canonical than user",1464830
2021-12-09,domain88,Excluded,"Duplicate, submitted URL not selected as canonical",22
2021-12-09,domain88,Excluded,Excluded by ‘noindex’ tag,12341536
2021-12-09,domain88,Valid,"Indexed, not submitted in sitemap",23191010
2021-12-09,domain88,Warning,"Indexed, though blocked by robots.txt",209795
2021-12-09,domain88,Excluded,Not found (404),448449
2021-12-09,domain88,Warning,Page indexed without content,17
2021-12-09,domain88,Excluded,Page with redirect,13026634
2021-12-09,domain88,Error,Redirect error,24
2021-12-09,domain88,Error,Server error (5xx),4583
2021-12-09,domain88,Excluded,Soft 404,2183
2021-12-09,domain88,Valid,Submitted and indexed,18758
2021-12-09,domain88,Error,Submitted URL marked ‘noindex’,85
2021-12-10,domain88,Excluded,Alternate page with proper canonical tag,24452831
2021-12-10,domain88,Excluded,Blocked by robots.txt,257042
2021-12-10,domain88,Excluded,Blocked due to access forbidden (403),153
2021-12-10,domain88,Excluded,Blocked due to other 4xx issue,42
2021-12-10,domain88,Excluded,Crawled - currently not indexed,27332917
2021-12-10,domain88,Excluded,Discovered - currently not indexed,4016
2021-12-10,domain88,Excluded,Duplicate without user-selected canonical,62230
2021-12-10,domain88,Excluded,"Duplicate, Google chose different canonical than user",1464830
2021-12-10,domain88,Excluded,"Duplicate, submitted URL not selected as canonical",22
2021-12-10,domain88,Excluded,Excluded by ‘noindex’ tag,12341536
2021-12-10,domain88,Valid,"Indexed, not submitted in sitemap",23191010
2021-12-10,domain88,Warning,"Indexed, though blocked by robots.txt",209795
2021-12-10,domain88,Excluded,Not found (404),448449
2021-12-10,domain88,Warning,Page indexed without content,17
2021-12-10,domain88,Excluded,Page with redirect,13026634
2021-12-10,domain88,Error,Redirect error,24
2021-12-10,domain88,Error,Server error (5xx),4583
2021-12-10,domain88,Excluded,Soft 404,2183
2021-12-10,domain88,Valid,Submitted and indexed,18758
2021-12-10,domain88,Error,Submitted URL marked ‘noindex’,85
2021-12-13,domain88,Excluded,Alternate page with proper canonical tag,24114963
,domain88,Excluded,Blocked by robots.txt,239180
2021-12-13,domain88,Excluded,Blocked due to access forbidden (403),146
2021-12-13,domain88,Excluded,Blocked due to other 4xx issue,40
2021-12-13,domain88,Excluded,Crawled - currently not indexed,26888487
2021-12-13,domain88,Excluded,Discovered - currently not indexed,3880
2021-12-13,domain88,Excluded,Duplicate without user-selected canonical,60335
2021-12-13,domain88,Excluded,"Duplicate, Google chose different canonical than user",1461755
2021-12-13,domain88,Excluded,"Duplicate, submitted URL not selected as canonical",20
2021-12-13,domain88,Excluded,Excluded by ‘noindex’ tag,12249624
2021-12-13,domain88,Valid,"Indexed, not submitted in sitemap",23029948
2021-12-13,domain88,Warning,"Indexed, though blocked by robots.txt",192373
2021-12-13,domain88,Excluded,Not found (404),408908
2021-12-13,domain88,Warning,Page indexed without content,14
2021-12-13,domain88,Excluded,Page with redirect,12971962
2021-12-13,domain88,Error,Redirect error,17072
2021-12-13,domain88,Error,Server error (5xx),4617
2021-12-13,domain88,Excluded,Soft 404,2142
